filename,Numeral,Intonation,Speaker
22908,1000000000,neutral,33
22909,14,excited,93
22910,60,neutral,151
22911,60,excited,48
22912,5,excited,129
22915,2,bored,103
22916,1000000,question,20
22918,100,excited,83
22920,90,question,128
22921,11,neutral,49
22922,50,neutral,9
22923,100,neutral,4
22924,90,question,110
22925,8,question,67
22926,6,neutral,2
22928,12,excited,12
22931,6,neutral,11
22932,70,question,70
22933,60,neutral,49
22934,40,neutral,124
22935,1000000,bored,65
22937,2,neutral,36
22938,1000,excited,79
22940,0,excited,116
22941,14,neutral,105
22943,5,excited,141
22944,70,neutral,68
22945,4,bored,117
22946,10,neutral,94
22947,1000000,question,86
22951,7,excited,106
22952,1000000000,bored,57
22953,19,question,34
22954,14,neutral,47
22957,2,excited,9
22958,7,bored,72
22959,1000000,question,137
22961,18,question,108
22962,7,question,34
22963,17,bored,56
22964,70,bored,90
22965,40,excited,79
22966,30,excited,118
22967,3,excited,22
22969,11,excited,91
22970,5,excited,106
22971,13,bored,56
22974,13,bored,32
22975,14,excited,73
22976,70,excited,102
22977,0,question,11
22978,4,excited,125
22982,1000000000,neutral,72
22984,30,question,108
22987,11,bored,43
22988,9,excited,83
22989,17,question,132
22990,40,excited,73
22991,13,excited,150
22992,3,question,33
22993,9,bored,137
22994,100,excited,39
22996,60,excited,36
22997,8,question,148
22998,1000000,question,70
22999,17,question,146
23000,17,bored,148
23003,9,neutral,89
23005,1,question,101
23007,11,bored,135
23009,9,excited,24
23011,5,bored,64
23012,1000000000,excited,142
23013,2,bored,146
23014,1000000,neutral,21
23016,13,neutral,73
23020,18,excited,0
23023,1000,question,11
23026,5,question,43
23029,14,excited,18
23030,2,excited,121
23031,90,question,40
23032,9,bored,28
23033,13,question,78
23034,12,question,71
23035,90,excited,114
23036,10,question,42
23039,9,neutral,133
23040,11,question,58
23041,2,excited,144
23042,3,question,64
23043,70,excited,7
23044,15,bored,127
23046,4,question,130
23049,80,neutral,96
23051,30,excited,89
23052,70,question,37
23054,7,bored,36
23057,14,excited,78
23058,14,neutral,136
23059,4,excited,85
23061,10,bored,137
23062,12,neutral,28
23063,60,neutral,122
23065,1000,question,72
23066,2,bored,81
23067,50,excited,16
23070,3,bored,94
23071,10,bored,112
23072,17,question,95
23073,60,bored,59
23075,100,neutral,56
23076,13,excited,25
23077,12,excited,124
23080,60,neutral,78
23085,20,question,109
23087,20,question,55
23089,70,excited,94
23090,1000000,bored,96
23091,60,excited,20
23092,90,excited,133
23094,15,neutral,115
23096,14,excited,103
23099,90,neutral,144
23100,16,question,23
23102,8,neutral,125
23105,30,neutral,128
23106,10,excited,124
23109,20,bored,109
23110,7,question,1
23112,40,question,78
23114,12,neutral,73
23115,0,question,13
23116,1,neutral,8
23118,16,neutral,91
23119,18,neutral,130
23120,50,question,22
23125,50,question,33
23126,80,neutral,100
23128,30,excited,136
23129,13,bored,118
23130,1000000,bored,97
23131,9,bored,30
23132,1000000000,excited,9
23134,8,excited,62
23135,90,question,125
23136,4,neutral,39
23139,5,excited,13
23140,90,question,15
23141,1000000,neutral,139
23142,6,neutral,52
23144,10,excited,13
23145,0,excited,128
23147,6,excited,117
23148,14,excited,87
23150,1,neutral,147
23151,15,bored,20
23153,1000000,neutral,128
23154,0,bored,119
23156,100,excited,53
23157,5,bored,115
23158,4,neutral,24
23162,9,neutral,38
23163,5,excited,131
23164,1,neutral,66
23165,90,neutral,78
23167,13,excited,140
23168,3,question,69
23169,70,neutral,145
23171,30,excited,40
23175,11,bored,130
23176,11,question,3
23177,60,bored,129
23178,70,question,63
23180,8,question,117
23181,9,neutral,110
23183,7,neutral,122
23186,10,question,88
23187,14,excited,56
23188,90,excited,10
23191,80,excited,58
23192,14,question,68
23193,3,question,60
23194,40,bored,116
23195,8,neutral,62
23196,19,question,115
23197,20,bored,35
23198,30,excited,45
23199,6,excited,32
23200,8,neutral,106
23201,18,question,141
23202,10,neutral,114
23203,90,bored,85
23204,1,bored,70
23205,60,question,20
23208,6,excited,96
23209,3,question,82
23212,100,excited,29
23213,1,question,99
23214,1,excited,83
23216,1000000,question,58
23217,18,excited,94
23218,30,bored,100
23220,0,neutral,30
23223,4,neutral,147
23224,20,neutral,150
23226,80,excited,87
23227,16,bored,49
23228,1000000000,neutral,141
23231,1000,question,10
23232,9,bored,24
23234,17,excited,15
23236,5,excited,68
23237,30,question,151
23238,80,question,132
23240,19,question,73
23241,14,neutral,40
23243,19,excited,56
23244,14,neutral,54
23246,13,neutral,152
23248,1000000,question,145
23249,10,bored,63
23250,2,bored,91
23251,15,question,142
23253,4,neutral,108
23254,4,question,147
23255,7,excited,150
23259,15,question,68
23260,15,question,126
23261,13,excited,98
23263,6,bored,22
23264,4,excited,107
23265,18,question,31
23266,17,excited,145
23268,40,neutral,25
23269,7,question,140
23270,40,question,67
23271,1000,neutral,99
23273,15,bored,86
23278,17,neutral,4
23279,40,neutral,148
23282,10,bored,38
23283,1,bored,115
23284,2,excited,36
23285,15,neutral,38
23286,50,question,143
23287,90,neutral,93
23289,50,neutral,13
23293,17,bored,143
23294,90,excited,103
23295,3,bored,100
23297,20,excited,19
23300,16,question,125
23302,6,question,50
23303,18,question,145
23304,60,bored,145
23307,1000,bored,82
23308,1,excited,81
23310,5,question,10
23311,14,neutral,110
23312,12,excited,3
23313,1,bored,98
23314,80,excited,16
23315,9,bored,120
23316,40,question,131
23317,3,excited,94
23318,1000000000,bored,127
23319,9,bored,146
23322,0,bored,32
23324,9,question,39
23325,16,bored,78
23326,1000000,question,45
23328,40,question,63
23329,30,neutral,35
23331,6,question,68
23332,30,question,121
23334,100,excited,82
23335,14,question,110
23336,40,neutral,147
23337,9,bored,3
23338,0,neutral,13
23340,4,question,39
23341,4,excited,83
23342,50,neutral,127
23345,0,question,73
23346,70,neutral,36
23349,1000000000,bored,21
23352,50,neutral,109
23353,17,neutral,87
23354,100,bored,27
23356,11,question,45
23357,8,neutral,87
23359,50,excited,144
23360,13,neutral,135
23361,100,excited,119
23362,2,neutral,130
23363,10,neutral,81
23365,4,bored,86
23366,15,question,137
23367,3,neutral,133
23368,18,excited,10
23369,5,excited,30
23370,80,neutral,28
23371,70,excited,27
23372,10,neutral,12
23373,40,neutral,8
23374,16,excited,58
23375,40,neutral,3
23376,8,excited,49
23377,13,neutral,117
23378,2,excited,91
23379,1000000000,excited,50
23380,6,neutral,34
23381,80,excited,142
23382,19,bored,21
23383,100,question,100
23385,19,question,153
23388,4,bored,83
23389,10,neutral,80
23390,8,question,31
23392,30,neutral,115
23393,5,bored,147
23395,13,question,128
23396,90,bored,7
23398,40,bored,147
23400,1000,bored,117
23401,12,excited,107
23402,10,bored,5
23403,6,neutral,12
23405,40,excited,118
23408,4,question,6
23409,2,bored,111
23410,50,neutral,142
23411,19,question,21
23412,1000000,question,150
23413,1000,neutral,22
23414,18,neutral,146
23415,19,neutral,136
23417,3,question,40
23418,18,bored,53
23420,1000000000,bored,98
23421,16,question,53
23422,2,bored,117
23426,10,neutral,108
23427,6,excited,77
23429,100,bored,9
23432,50,bored,71
23433,1000,excited,33
23434,8,excited,131
23436,18,excited,51
23438,15,excited,32
23439,60,bored,66
23441,60,excited,15
23442,10,neutral,10
23443,12,bored,137
23444,17,bored,129
23445,30,bored,124
23446,12,question,65
23447,17,neutral,65
23450,20,question,115
23452,3,excited,130
23453,70,excited,7
23454,12,question,40
23455,50,bored,92
23460,30,excited,35
23461,1000,excited,43
23462,7,neutral,4
23463,15,excited,21
23464,80,question,131
23465,0,excited,127
23467,30,neutral,86
23468,80,neutral,97
23469,14,excited,0
23470,9,bored,75
23471,14,bored,117
23472,8,bored,38
23475,1000,bored,8
23476,1000,excited,117
23478,60,neutral,16
23479,1,excited,10
23480,70,neutral,28
23481,7,excited,43
23482,14,excited,120
23483,70,bored,78
23484,19,neutral,2
23485,1,excited,73
23486,90,excited,142
23487,5,excited,11
23488,0,excited,99
23493,1000,question,86
23494,1000000000,question,141
23496,2,excited,39
23497,0,bored,95
23499,8,question,37
23500,3,neutral,11
23501,18,neutral,39
23502,1000000000,question,103
23503,90,neutral,145
23504,90,excited,102
23505,60,bored,152
23506,12,question,53
23507,20,excited,0
23508,100,neutral,102
23509,40,bored,150
23511,10,question,54
23512,6,neutral,54
23513,4,question,46
23514,4,neutral,61
23516,20,question,45
23517,40,excited,87
23518,1000000000,excited,16
23519,14,bored,13
23520,10,neutral,36
23521,18,question,150
23522,1,excited,131
23524,30,bored,144
23525,2,bored,106
23526,11,neutral,107
23527,1,excited,147
23528,1000000,neutral,105
23529,1000,excited,62
23530,17,excited,23
23531,10,question,51
23532,7,question,70
23533,1000,neutral,122
23534,16,excited,130
23536,1000,question,111
23537,11,neutral,11
23540,1000,question,145
23543,90,bored,63
23544,1000000000,bored,55
23545,15,question,33
23546,1000000000,neutral,37
23547,100,question,45
23549,15,bored,8
23551,6,neutral,49
23553,10,excited,45
23554,40,neutral,7
23555,1,neutral,41
23556,100,excited,27
23557,12,neutral,53
23558,50,question,67
23559,6,neutral,43
23560,50,bored,3
23561,50,neutral,116
23563,15,question,127
23564,80,excited,26
23565,13,neutral,57
23566,8,excited,139
23568,14,excited,113
23571,3,excited,44
23572,18,excited,10
23574,60,question,152
23577,7,question,105
23578,16,bored,5
23579,18,excited,32
23581,70,excited,92
23583,19,excited,21
23584,8,excited,137
23585,80,excited,72
23586,4,excited,106
23588,1000000,question,139
23589,50,excited,122
23590,19,excited,3
23592,100,question,50
23594,14,excited,1
23595,0,neutral,64
23596,2,excited,134
23597,5,question,142
23598,100,bored,13
23599,14,neutral,104
23600,3,neutral,109
23602,16,neutral,101
23603,16,neutral,42
23604,18,bored,76
23607,10,neutral,133
23608,3,neutral,108
23609,70,neutral,51
23610,12,bored,1
23611,1000000000,neutral,83
23614,12,question,18
23616,19,bored,60
23617,5,question,11
23618,18,question,53
23620,14,neutral,80
23622,1,neutral,84
23623,19,excited,0
23624,7,neutral,147
23626,30,question,10
23627,100,excited,28
23629,8,excited,129
23630,3,bored,37
23632,30,neutral,151
23633,8,bored,107
23634,13,question,12
23636,13,question,104
23637,2,question,99
23638,19,question,71
23639,11,excited,3
23640,10,question,53
23642,80,excited,20
23643,100,bored,38
23644,8,bored,2
23645,8,neutral,20
23646,1,bored,53
23647,90,bored,151
23648,90,excited,33
23651,60,question,22
23652,3,excited,64
23653,4,neutral,3
23654,70,neutral,95
23655,90,neutral,64
23656,90,question,56
23658,7,excited,86
23659,70,bored,42
23660,30,neutral,87
23661,17,neutral,55
23662,16,question,10
23664,6,excited,7
23665,90,excited,46
23669,1,bored,140
23670,6,neutral,6
23672,0,excited,90
23673,9,question,15
23674,6,question,41
23675,9,neutral,150
23677,0,excited,12
23679,12,neutral,151
23681,40,question,130
23682,30,neutral,116
23683,40,neutral,144
23684,40,excited,42
23685,6,excited,54
23688,60,bored,141
23689,5,excited,115
23691,12,neutral,94
23692,19,neutral,4
23693,13,bored,86
23694,17,excited,133
23695,1000,bored,146
23696,9,excited,120
23698,100,neutral,135
23699,15,question,131
23700,10,neutral,107
23701,70,excited,136
23702,6,question,12
23703,8,excited,78
23704,5,neutral,105
23706,15,excited,136
23707,10,neutral,71
23708,80,excited,34
23709,5,excited,116
23711,1,excited,141
23714,80,neutral,39
23715,17,question,90
23718,0,neutral,55
23720,14,bored,21
23723,1000,question,129
23724,16,bored,46
23725,1000000,question,71
23726,13,bored,97
23728,13,question,2
23729,80,neutral,84
23731,18,bored,106
23733,16,neutral,134
23734,5,question,10
23735,7,excited,2
23736,6,bored,52
23738,17,question,125
23739,90,bored,77
23740,18,neutral,33
23741,6,question,121
23742,9,bored,136
23744,9,question,15
23745,40,bored,78
23748,5,neutral,153
23750,12,neutral,21
23751,90,neutral,106
23752,6,neutral,31
23753,100,neutral,1
23754,12,excited,39
23755,19,question,148
23757,40,neutral,4
23758,3,bored,92
23761,30,question,106
23762,70,question,34
23763,40,excited,53
23764,7,question,56
23766,12,neutral,134
23767,4,neutral,55
23769,7,neutral,61
23770,2,excited,138
23771,19,neutral,46
23772,90,excited,3
23773,80,question,41
23774,17,question,76
23776,4,excited,124
23779,12,question,61
23781,1000000000,bored,9
23782,17,question,36
23783,12,bored,148
23784,20,bored,99
23787,50,bored,10
23788,15,bored,26
23790,30,excited,124
23792,1000000000,neutral,116
23793,2,question,52
23794,80,bored,98
23795,3,question,92
23796,8,bored,29
23797,5,question,145
23798,60,question,46
23800,90,excited,119
23801,1000000000,bored,79
23805,1000,excited,139
23806,17,question,21
23809,15,bored,58
23810,20,neutral,26
23811,16,neutral,27
23814,100,question,83
23816,60,neutral,111
23817,17,excited,34
23818,100,bored,153
23820,7,excited,122
23821,16,question,17
23823,11,bored,62
23825,13,neutral,125
23826,13,question,124
23827,6,question,118
23828,1,excited,29
23830,4,bored,98
23831,70,question,81
23832,5,bored,46
23834,17,question,10
23835,60,bored,94
23836,20,excited,137
23837,70,excited,108
23838,1,bored,81
23839,3,neutral,142
23840,7,neutral,85
23841,20,excited,27
23842,60,neutral,117
23843,13,excited,109
23845,70,excited,84
23847,16,bored,21
23850,11,question,46
23851,5,neutral,121
23852,19,bored,2
23853,80,neutral,19
23854,5,bored,86
23855,1000000000,excited,93
23856,7,neutral,109
23857,14,bored,112
23859,8,bored,9
23860,1000,excited,91
23861,12,bored,48
23862,50,neutral,135
23864,3,question,146
23865,20,neutral,70
23867,5,excited,48
23868,16,neutral,106
23869,2,bored,97
23870,6,excited,61
23872,3,excited,19
23873,70,bored,86
23874,40,excited,70
23875,1000,excited,106
23877,11,question,15
23878,60,excited,144
23879,5,excited,146
23880,1,neutral,27
23883,1000,neutral,47
23884,70,bored,99
23885,6,question,99
23886,10,question,144
23887,70,question,13
23888,15,neutral,66
23889,8,bored,82
23890,18,bored,55
23891,1000000,question,147
23892,11,excited,145
23894,1000000000,excited,90
23897,50,excited,147
23898,15,question,104
23899,2,neutral,32
23900,5,excited,94
23901,6,bored,151
23902,12,neutral,20
23903,7,excited,64
23904,40,question,59
23905,18,bored,97
23906,8,question,5
23908,17,bored,111
23910,11,excited,15
23913,13,question,18
23914,4,bored,119
23915,60,question,25
23916,4,question,45
23917,90,excited,51
23918,12,neutral,144
23919,80,excited,140
23921,14,neutral,41
23922,18,excited,87
23924,18,excited,129
23926,90,excited,148
23927,2,question,42
23928,8,excited,31
23929,20,excited,58
23930,3,bored,49
23934,3,bored,63
23935,60,question,4
23936,11,neutral,125
23937,4,neutral,82
23938,100,neutral,93
23940,90,neutral,40
23941,50,neutral,129
23942,16,excited,125
23943,1000,neutral,79
23946,70,bored,78
23948,2,neutral,16
23949,14,question,26
23950,9,excited,72
23951,1,question,100
23955,1000,neutral,75
23956,18,neutral,40
23957,3,question,114
23958,1,bored,85
23959,20,bored,1
23960,4,bored,146
23961,18,neutral,6
23963,9,excited,52
23964,14,excited,65
23967,100,question,148
23968,3,bored,66
23969,100,bored,115
23970,19,bored,25
23971,18,neutral,4
23973,90,excited,101
23975,50,bored,131
23980,9,excited,136
23981,17,excited,78
23982,20,excited,129
23983,30,neutral,0
23984,11,bored,70
23985,19,excited,16
23987,70,excited,27
23988,12,neutral,57
23989,4,excited,79
23990,0,neutral,48
23994,0,neutral,94
23995,40,bored,128
23997,13,excited,45
23999,60,neutral,132
24001,30,excited,27
24005,80,excited,47
24006,5,bored,9
24007,18,bored,103
24010,2,excited,88
24011,12,neutral,113
24012,11,bored,17
24014,30,excited,130
24016,30,excited,53
24017,13,bored,106
24018,14,neutral,142
24021,9,question,26
24022,70,neutral,117
24024,8,neutral,98
24025,7,bored,111
24026,40,question,72
24027,40,excited,21
24028,12,excited,88
24030,0,excited,15
24032,1,neutral,144
24033,70,excited,111
24034,60,excited,105
24038,50,question,2
24039,90,excited,83
24040,0,neutral,35
24041,40,bored,143
24042,70,question,111
24043,1,excited,112
24044,1000000,excited,145
24045,9,question,71
24048,1000000000,excited,42
24049,13,neutral,77
24050,50,question,136
24052,19,excited,8
24053,4,neutral,141
24055,9,bored,39
24056,1000,neutral,131
24057,14,question,65
24059,0,excited,52
24060,20,excited,21
24061,1000000000,question,27
24062,40,excited,94
24063,16,bored,91
24065,60,neutral,78
24067,4,bored,37
24068,50,neutral,139
24069,6,bored,128
24070,0,bored,136
24071,7,excited,135
24072,1000000000,neutral,105
24073,12,bored,114
24074,8,bored,59
24077,40,excited,151
24079,40,excited,8
24080,17,excited,127
24082,1,excited,63
24083,1000000,neutral,55
24085,10,question,29
24087,1,excited,35
24088,50,question,50
24090,9,question,63
24091,1000,bored,28
24092,6,question,137
24093,100,neutral,128
24095,20,question,128
24096,8,question,107
24098,1000,question,101
24102,1000000000,bored,35
24104,80,neutral,111
24106,1000000,neutral,130
24107,6,question,89
24108,9,excited,134
24112,11,question,138
24114,40,bored,135
24116,90,question,6
24118,1000000,question,26
24119,0,question,18
24120,3,question,148
24121,2,bored,65
24123,6,bored,76
24124,12,bored,62
24127,90,excited,60
24128,10,excited,125
24129,80,neutral,44
24130,1000,neutral,34
24131,16,neutral,95
24132,7,question,137
24133,17,bored,132
24135,70,bored,14
24136,7,neutral,90
24137,14,neutral,122
24138,16,question,7
24139,100,excited,53
24140,4,bored,112
24141,18,bored,40
24144,7,question,94
24145,0,question,37
24146,4,bored,67
24147,40,question,34
24148,11,excited,46
24150,17,bored,7
24151,16,question,119
24152,30,neutral,107
24153,100,neutral,17
24154,80,bored,126
24156,60,question,146
24157,9,question,47
24158,16,question,63
24159,17,bored,89
24162,12,neutral,136
24164,100,question,147
24167,30,neutral,59
24168,19,neutral,114
24169,19,question,89
24170,20,question,75
24171,8,excited,118
24172,30,excited,37
24173,40,question,76
24174,1000000000,excited,133
24175,7,neutral,97
24177,30,neutral,20
24178,19,neutral,150
24179,2,question,57
24182,70,bored,47
24184,50,neutral,35
24186,100,excited,52
24187,13,excited,4
24188,1000,bored,131
24190,0,neutral,97
24191,30,excited,77
24193,1000000000,question,80
24196,8,question,139
24197,15,neutral,135
24198,0,question,55
24199,20,neutral,129
24201,1000,question,102
24202,8,bored,23
24203,13,excited,147
24204,50,excited,27
24205,1000000000,question,121
24208,20,question,131
24210,11,bored,34
24212,1000000,neutral,111
24214,1,neutral,20
24215,2,bored,136
24216,16,bored,114
24217,12,excited,96
24218,1000000,neutral,42
24220,18,question,25
24222,15,bored,121
24223,100,bored,61
24224,11,excited,5
24226,30,neutral,81
24228,5,question,92
24230,3,question,75
24232,14,bored,87
24233,12,excited,145
24234,11,bored,59
24235,1,bored,83
24236,60,excited,59
24237,80,question,147
24239,11,question,18
24241,19,bored,30
24243,1000,excited,4
24244,10,bored,78
24246,7,question,2
24247,13,question,17
24248,40,excited,86
24249,1000,bored,133
24251,14,bored,33
24254,1000,question,4
24255,1000,bored,69
24256,0,excited,150
24257,7,neutral,147
24259,12,neutral,10
24260,2,neutral,106
24261,90,neutral,97
24262,5,bored,81
24265,11,neutral,76
24266,16,bored,92
24269,5,excited,109
24271,20,excited,90
24272,8,neutral,68
24273,8,bored,126
24274,60,neutral,68
24275,80,excited,32
24277,40,excited,7
24278,70,excited,55
24279,6,neutral,13
24281,2,excited,36
24282,11,question,86
24283,1000,excited,129
24284,6,neutral,142
24285,0,excited,12
24286,5,neutral,41
24287,1,excited,8
24288,70,neutral,100
24289,6,excited,20
24290,7,question,61
24291,5,bored,36
24292,14,neutral,13
24293,100,question,82
24294,11,question,0
24295,40,neutral,73
24297,30,question,118
24298,40,neutral,0
24299,5,question,35
24300,100,bored,5
24301,80,question,46
24303,40,question,118
24304,100,bored,24
24306,1000,neutral,18
24308,11,question,20
24309,6,neutral,82
24310,12,excited,78
24311,6,excited,120
24312,9,excited,3
24313,1000000,excited,88
24315,1000,neutral,73
24317,50,excited,145
24318,11,neutral,10
24319,15,bored,33
24320,40,question,46
24321,50,neutral,119
24322,4,bored,54
24324,90,bored,96
24325,2,excited,105
24326,40,question,61
24330,0,excited,2
24333,4,excited,96
24334,90,neutral,79
24335,1000,excited,116
24336,2,question,69
24337,20,bored,57
24338,19,question,94
24339,80,question,75
24341,70,neutral,48
24342,20,bored,40
24345,19,neutral,150
24346,1,question,106
24348,11,bored,28
24349,3,excited,5
24350,1000000,neutral,83
24352,1000000,neutral,5
24353,90,excited,146
24355,30,excited,120
24358,18,neutral,6
24359,4,neutral,100
24360,0,neutral,64
24361,80,question,36
24362,1000,bored,15
24363,2,bored,25
24364,11,neutral,16
24365,0,bored,27
24366,5,neutral,76
24367,6,neutral,134
24368,1000000000,bored,121
24369,13,bored,129
24370,11,neutral,14
24372,10,neutral,23
24375,1000,question,122
24377,20,excited,79
24379,60,neutral,105
24381,10,excited,29
24382,40,bored,26
24384,50,neutral,122
24385,7,bored,30
24386,1000000000,neutral,62
24387,1,question,9
24388,6,question,63
24389,18,bored,61
24392,10,bored,39
24393,1000,neutral,124
24394,13,bored,43
24396,2,excited,71
24397,80,neutral,2
24398,13,excited,101
24399,60,question,78
24400,10,excited,27
24401,5,excited,153
24402,50,question,61
24404,30,question,84
24405,1,bored,2
24406,8,question,105
24407,13,question,63
24408,70,question,33
24409,5,excited,147
24410,12,excited,138
24411,2,neutral,105
24412,80,bored,5
24413,80,bored,3
24414,17,bored,62
24415,1000000,question,48
24416,15,bored,41
24417,0,bored,50
24418,3,question,87
24419,7,neutral,101
24420,80,excited,89
24421,18,excited,89
24423,80,bored,127
24425,10,neutral,38
24426,50,excited,100
24427,1000,bored,76
24429,4,bored,19
24432,1,question,93
24435,13,bored,39
24437,40,excited,66
24438,100,excited,148
24439,8,neutral,139
24440,2,excited,119
24441,2,question,80
24442,90,excited,85
24444,3,question,23
24445,100,neutral,115
24448,14,bored,68
24449,15,neutral,96
24450,50,bored,130
24451,18,question,37
24454,50,question,72
24455,5,neutral,80
24456,7,bored,37
24457,1000000000,excited,152
24459,19,bored,101
24460,1000,excited,73
24461,30,excited,75
24462,3,bored,7
24463,50,bored,45
24464,0,question,69
24465,50,excited,23
24466,17,excited,150
24467,14,question,67
24468,7,question,133
24469,40,neutral,77
24470,17,excited,145
24471,1,neutral,133
24473,17,neutral,3
24474,6,excited,28
24475,2,excited,77
24476,80,neutral,83
24477,18,excited,138
24478,50,bored,116
24479,16,excited,90
24480,1000000,neutral,89
24481,16,bored,48
24482,19,excited,117
24484,10,question,138
24485,60,excited,142
24487,10,bored,87
24488,40,question,116
24489,3,question,147
24490,14,excited,129
24491,60,excited,84
24492,14,neutral,146
24493,30,excited,96
24495,80,excited,132
24496,10,question,71
24502,4,question,73
24503,80,question,89
24504,12,question,12
24505,80,neutral,8
24506,11,neutral,85
24507,30,bored,32
24510,1000,bored,8
24511,10,question,153
24512,12,bored,128
24513,15,excited,65
24514,80,neutral,54
24517,5,excited,122
24521,16,neutral,89
24524,4,question,147
24525,17,question,83
24526,30,neutral,72
24527,4,bored,132
24528,100,bored,129
24529,3,question,104
24530,4,neutral,42
24531,15,excited,81
24533,3,neutral,92
24534,3,bored,93
24535,1000,excited,108
24536,13,question,39
24537,90,question,75
24540,90,neutral,89
24542,12,question,2
24544,10,neutral,12
24545,60,neutral,113
24546,2,question,103
24547,10,excited,73
24549,5,excited,63
24552,1000,excited,61
24556,50,question,7
24558,10,question,59
24559,90,question,130
24564,90,bored,91
24565,15,excited,141
24566,11,question,79
24567,7,neutral,113
24569,3,bored,11
24570,17,excited,110
24571,19,neutral,29
24572,40,question,43
24574,0,bored,0
24575,30,bored,68
24576,1000000000,neutral,5
24577,16,excited,28
24578,3,neutral,145
24580,11,neutral,68
24581,90,question,38
24582,3,bored,109
24583,30,neutral,96
24584,1,bored,107
24585,15,neutral,52
24587,11,question,21
24588,80,bored,36
24590,18,excited,41
24591,6,neutral,62
24593,10,question,146
24596,17,question,124
24597,80,question,140
24598,1,bored,67
24599,14,neutral,87
24601,0,excited,42
24602,7,question,22
24603,20,bored,116
24604,13,excited,46
24605,70,excited,59
24608,4,excited,125
24609,70,bored,51
24611,19,bored,7
24613,30,excited,24
24614,1000,excited,105
24616,6,bored,104
24619,30,question,40
24620,90,neutral,7
24621,19,question,77
24622,5,bored,28
24624,1,excited,152
24625,7,bored,68
24627,10,question,38
24628,19,question,101
24630,15,neutral,87
24631,6,bored,35
24632,30,bored,6
24633,14,question,126
24634,100,excited,91
24637,13,neutral,19
24638,9,question,62
24640,3,neutral,34
24641,9,neutral,40
24642,6,bored,121
24644,1000000000,excited,2
24645,16,excited,101
24646,8,excited,15
24647,60,question,111
24648,1000000,excited,115
24649,17,question,61
24650,20,question,129
24651,30,question,48
24652,30,excited,95
24654,13,question,24
24655,17,neutral,88
24656,9,neutral,131
24659,14,excited,147
24660,5,bored,128
24661,1,excited,0
24662,70,neutral,117
24663,20,question,102
24664,18,question,17
24665,20,bored,105
24666,15,neutral,109
24667,8,neutral,83
24668,40,question,153
24669,14,excited,103
24670,8,question,14
24671,5,bored,56
24673,18,excited,67
24674,1000,neutral,62
24675,15,question,1
24678,18,bored,135
24679,19,excited,17
24680,15,question,104
24681,0,excited,133
24682,13,bored,146
24684,80,question,140
24686,5,question,125
24690,40,neutral,103
24691,7,bored,42
24692,18,question,104
24693,12,question,101
24694,30,excited,131
24695,12,neutral,122
24696,20,neutral,5
24698,0,question,23
24699,80,excited,118
24700,6,neutral,112
24701,50,bored,120
24702,2,excited,30
24703,16,excited,15
24704,8,bored,140
24708,10,neutral,119
24710,60,bored,110
24711,10,bored,20
24713,2,bored,36
24714,7,bored,89
24715,1000,question,43
24716,4,neutral,125
24719,10,excited,106
24722,20,excited,31
24723,9,neutral,56
24724,9,bored,19
24725,1000,question,95
24726,7,bored,38
24727,1000,question,107
24729,1000000000,neutral,41
24731,14,excited,140
24732,90,bored,59
24734,7,excited,25
24738,18,bored,131
24739,17,bored,61
24740,5,bored,38
24741,10,excited,4
24742,20,bored,77
24743,9,neutral,55
24745,30,bored,67
24747,10,question,32
24749,19,bored,42
24750,70,neutral,49
24751,1000,question,128
24752,80,question,69
24753,90,question,126
24755,18,neutral,36
24757,1000000,neutral,146
24760,90,question,60
24761,80,bored,14
24762,12,bored,126
24764,16,excited,0
24765,8,bored,0
24766,90,bored,2
24767,30,excited,49
24769,4,bored,51
24770,15,neutral,146
24771,16,question,65
24773,70,neutral,34
24775,18,excited,98
24776,18,bored,152
24778,14,neutral,12
24779,17,neutral,6
24780,5,bored,147
24784,2,question,61
24785,13,excited,137
24786,13,excited,36
24787,60,question,26
24788,5,question,47
24789,8,neutral,135
24791,70,question,138
24792,4,question,45
24793,19,bored,38
24794,15,neutral,5
24795,90,question,17
24796,8,neutral,63
24797,20,neutral,68
24798,1,neutral,107
24799,5,question,38
24800,50,excited,48
24801,1000000000,question,42
24803,16,bored,46
24804,80,excited,66
24805,100,question,70
24806,90,bored,71
24808,1000000000,neutral,120
24809,80,excited,6
24810,14,bored,12
24811,11,excited,71
24812,16,neutral,37
24813,7,question,14
24814,60,excited,108
24815,9,bored,10
24816,50,question,122
24817,20,bored,75
24819,70,question,153
24820,8,question,112
24821,1000,question,138
24823,70,bored,107
24824,1,bored,117
24825,15,question,98
24826,5,bored,137
24827,13,neutral,47
24828,20,question,83
24829,20,neutral,107
24830,1000000,neutral,51
24832,20,bored,104
24835,90,question,55
24836,9,question,98
24838,16,question,114
24839,14,neutral,29
24842,3,neutral,25
24843,7,neutral,64
24844,1000000000,question,108
24845,15,bored,150
24846,18,question,20
24847,7,excited,34
24848,0,question,100
24849,0,question,81
24851,8,bored,124
24852,8,question,126
24853,1000,bored,0
24855,2,neutral,153
24857,30,excited,33
24858,17,excited,47
24860,1,excited,21
24862,9,neutral,2
24863,1000000000,excited,68
24864,1000000,bored,37
24865,20,excited,105
24866,7,question,144
24867,15,bored,21
24868,18,excited,96
24869,10,question,134
24870,19,bored,65
24871,1000,question,136
24872,4,neutral,136
